"File","Line","Pattern","Content"
"src\training_progress_dock.cpp","226","QString\b","m_epochLabel->setText(QString(""Epoch: %1 / %2"").arg(currentEpoch).arg(totalEpochs));"
"src\training_progress_dock.cpp","234","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","235","QString\b","m_trainingLogEdit->append(QString(""[%1] Starting epoch %2/%3"").arg(timestamp).arg(currentEpoch).arg(totalEpochs));"
"src\training_progress_dock.cpp","246","QString\b","m_batchLabel->setText(QString(""Batch: %1 / %2"").arg(currentBatch).arg(totalBatches));"
"src\training_progress_dock.cpp","254","QString\b","m_currentLossLabel->setText(QString::number(loss, 'f', 6));"
"src\training_progress_dock.cpp","269","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","270","QString\b","m_trainingLogEdit->append(QString(""[%1] Batch %2/%3 - Loss: %4"")"
"src\training_progress_dock.cpp","284","QString\b","m_avgLossLabel->setText(QString::number(avgLoss, 'f', 6));"
"src\training_progress_dock.cpp","285","QString\b","m_perplexityLabel->setText(QString::number(perplexity, 'f', 2));"
"src\training_progress_dock.cpp","298","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","299","QString\b","m_trainingLogEdit->append(QString(""[%1] ✓ Epoch %2 completed - Avg Loss: %3, Perplexity: %4"")"
"src\training_progress_dock.cpp","310","QString\b","void TrainingProgressDock::onTrainingCompleted(const QString& modelPath, float finalLoss)"
"src\training_progress_dock.cpp","319","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","320","QString\b","m_trainingLogEdit->append(QString(""[%1] ✓✓✓ Training completed successfully!"").arg(timestamp));"
"src\training_progress_dock.cpp","321","QString\b","m_trainingLogEdit->append(QString(""[%1] Model saved to: %2"").arg(timestamp).arg(modelPath));"
"src\training_progress_dock.cpp","322","QString\b","m_trainingLogEdit->append(QString(""[%1] Final Loss: %2"").arg(timestamp).arg(finalLoss, 0, 'f', 6));"
"src\training_progress_dock.cpp","335","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","336","QString\b","m_trainingLogEdit->append(QString(""[%1] Training stopped by user"").arg(timestamp));"
"src\training_progress_dock.cpp","343","QString\b","void TrainingProgressDock::onTrainingError(const QString& error)"
"src\training_progress_dock.cpp","349","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","350","QString\b","m_trainingLogEdit->append(QString(""[%1] ✗ ERROR: %2"").arg(timestamp).arg(error));"
"src\training_progress_dock.cpp","357","QString\b","void TrainingProgressDock::onLogMessage(const QString& message)"
"src\training_progress_dock.cpp","359","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","360","QString\b","m_trainingLogEdit->append(QString(""[%1] %2"").arg(timestamp).arg(message));"
"src\training_progress_dock.cpp","367","QString\b","void TrainingProgressDock::onValidationResults(float perplexity, const QString& details)"
"src\training_progress_dock.cpp","369","QString\b","m_perplexityLabel->setText(QString::number(perplexity, 'f', 2));"
"src\training_progress_dock.cpp","371","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","372","QString\b","m_validationLogEdit->append(QString(""[%1] Validation Perplexity: %2"")"
"src\training_progress_dock.cpp","377","QString\b","m_validationLogEdit->append(QString(""[%1] Details: %2"").arg(timestamp).arg(details));"
"src\training_progress_dock.cpp","391","QString\b","QString timestamp = QDateTime::currentDateTime().toString(""hh:mm:ss"");"
"src\training_progress_dock.cpp","392","QString\b","m_trainingLogEdit->append(QString(""[%1] Stop requested..."").arg(timestamp));"
"src\training_progress_dock.cpp","407","QString\b","m_timeElapsedLabel->setText(QString(""Elapsed: %1"").arg(formatDuration(elapsed)));"
"src\training_progress_dock.cpp","412","QString\b","m_throughputLabel->setText(QString(""%1 batches/sec"").arg(batchesPerSec, 0, 'f', 2));"
"src\training_progress_dock.cpp","421","QString\b","m_timeRemainingLabel->setText(QString(""Remaining: %1"").arg(formatDuration(remainingSeconds)));"
"src\training_progress_dock.cpp","427","QString\b","QString TrainingProgressDock::formatDuration(qint64 seconds) const"
"src\training_progress_dock.cpp","433","QString\b","return QString(""%1:%2:%3"")"
"src\training_progress_dock.h","4","QString\b","#include <QString>"
"src\training_progress_dock.h","48","QString\b","void onTrainingCompleted(const QString& modelPath, float finalLoss);"
"src\training_progress_dock.h","50","QString\b","void onTrainingError(const QString& error);"
"src\training_progress_dock.h","51","QString\b","void onLogMessage(const QString& message);"
"src\training_progress_dock.h","52","QString\b","void onValidationResults(float perplexity, const QString& details);"
"src\training_progress_dock.h","69","QString\b","QString formatDuration(qint64 seconds) const;"
"src\universal_model_router.cpp","21","QString\b","void UniversalModelRouter::registerModel(const QString& model_name, const ModelConfig& config)"
"src\universal_model_router.cpp","24","QString\b","emit routerError(QString(""Invalid configuration for model: %1"").arg(model_name));"
"src\universal_model_router.cpp","32","QString\b","void UniversalModelRouter::unregisterModel(const QString& model_name)"
"src\universal_model_router.cpp","39","QString\b","ModelConfig UniversalModelRouter::getModelConfig(const QString& model_name) const"
"src\universal_model_router.cpp","68","QString\b","bool UniversalModelRouter::loadConfigFromFile(const QString& config_file_path)"
"src\universal_model_router.cpp","72","QString\b","emit routerError(QString(""Cannot open config file: %1"").arg(config_file_path));"
"src\universal_model_router.cpp","109","QString\b","QString backend_str = model_json[""backend""].toString().toUpper();"
"src\universal_model_router.cpp","127","QString\b","emit routerError(QString(""Unknown backend: %1"").arg(backend_str));"
"src\universal_model_router.cpp","141","QString\b","QString env_var = config.api_key.mid(2, config.api_key.length() - 3);"
"src\universal_model_router.cpp","142","QString\b","QString env_value = QString::fromStdString(std::getenv(env_var.toStdString().c_str()));"
"src\universal_model_router.cpp","155","QString\b","bool UniversalModelRouter::saveConfigToFile(const QString& config_file_path)"
"src\universal_model_router.cpp","181","QString\b","void UniversalModelRouter::initializeLocalEngine(const QString& engine_config_path)"
"src\universal_model_router.cpp","195","QString\b","ModelConfig UniversalModelRouter::getOrLoadModel(const QString& model_name)"
"src\universal_model_router.cpp","200","QString\b","bool UniversalModelRouter::isModelAvailable(const QString& model_name) const"
"src\universal_model_router.cpp","205","QString\b","ModelBackend UniversalModelRouter::getModelBackend(const QString& model_name) const"
"src\universal_model_router.cpp","214","QString\b","QString UniversalModelRouter::getModelDescription(const QString& model_name) const"
"src\universal_model_router.cpp","223","QString\b","QJsonObject UniversalModelRouter::getModelInfo(const QString& model_name) const"
"src\universal_model_router.cpp","242","QString\b","void UniversalModelRouter::onEngineError(const QString& error)"
"src\universal_model_router.h","5","QString\b","#include <QString>"
"src\universal_model_router.h","37","QString\b","QString model_id;                               // Model identifier (e.g., ""gpt-4"", ""claude-3-opus"")"
"src\universal_model_router.h","38","QString\b","QString api_key;                                // API key (may be empty for local models)"
"src\universal_model_router.h","39","QString\b","QString endpoint;                               // Custom endpoint URL"
"src\universal_model_router.h","40","QString\b","QMap<QString, QString> parameters;              // Additional parameters"
"src\universal_model_router.h","41","QString\b","QString description;                            // Human-readable description"
"src\universal_model_router.h","60","QString\b","using StreamCallback = std::function<void(const QString&)>;"
"src\universal_model_router.h","63","QString\b","using ErrorCallback = std::function<void(const QString&)>;"
"src\universal_model_router.h","74","QString\b","void registerModel(const QString& model_name, const ModelConfig& config);"
"src\universal_model_router.h","75","QString\b","void unregisterModel(const QString& model_name);"
"src\universal_model_router.h","76","QString\b","ModelConfig getModelConfig(const QString& model_name) const;"
"src\universal_model_router.h","81","QString\b","bool loadConfigFromFile(const QString& config_file_path);"
"src\universal_model_router.h","83","QString\b","bool saveConfigToFile(const QString& config_file_path);"
"src\universal_model_router.h","86","QString\b","void initializeLocalEngine(const QString& engine_config_path);"
"src\universal_model_router.h","90","QString\b","ModelConfig getOrLoadModel(const QString& model_name);"
"src\universal_model_router.h","91","QString\b","bool isModelAvailable(const QString& model_name) const;"
"src\universal_model_router.h","92","QString\b","ModelBackend getModelBackend(const QString& model_name) const;"
"src\universal_model_router.h","95","QString\b","QString getModelDescription(const QString& model_name) const;"
"src\universal_model_router.h","96","QString\b","QJsonObject getModelInfo(const QString& model_name) const;"
"src\universal_model_router.h","99","QString\b","void modelRegistered(const QString& model_name, ModelBackend backend);"
"src\universal_model_router.h","100","QString\b","void modelUnregistered(const QString& model_name);"
"src\universal_model_router.h","103","QString\b","void routerError(const QString& error_message);"
"src\universal_model_router.h","108","QString\b","void onEngineError(const QString& error);"
"src\universal_model_router.h","111","QString\b","QMap<QString, ModelConfig> model_registry;"
"src\zero_day_agentic_engine.cpp","42","QString\b","QString missionId;"
"src\zero_day_agentic_engine.cpp","72","QString\b","void ZeroDayAgenticEngine::startMission(const QString& userGoal) {"
"src\zero_day_agentic_engine.cpp","87","QString\b","const QString workspace = d->planner ? d->planner->workspaceRoot()"
"include\agentic\agentic_command_executor.h","6","QString\b","#include <QString>"
"include\agentic\agentic_command_executor.h","26","QString\b","void executeCommand(const QString &command, const QStringList &arguments = QStringList(), bool requireApproval = true);"
"include\agentic\agentic_command_executor.h","29","QString\b","QString getOutput() const;"
"include\agentic\agentic_command_executor.h","36","QString\b","void outputReceived(const QString &output);"
"include\agentic\agentic_command_executor.h","39","QString\b","void executionStarted(const QString &command);"
"include\agentic\agentic_command_executor.h","45","QString\b","void approvalRequired(const QString &command);"
"include\agentic\agentic_command_executor.h","54","QString\b","QString m_output;"
"include\agentic\agentic_command_executor.h","58","QString\b","bool isAutoApproved(const QString &command);"
"include\agentic\agentic_command_executor.h","61","QString\b","bool requestApproval(const QString &command);"
"include\auth\enterprise_auth_manager.h","5","QString\b","#include <QString>"
"include\auth\enterprise_auth_manager.h","22","QString\b","bool loadConfig(const QString &configPath);"
"include\auth\enterprise_auth_manager.h","25","QString\b","bool authenticateWithToken(const QString &bearerToken);"
"include\auth\enterprise_auth_manager.h","28","QString\b","QString getUserUPN() const;"
"include\auth\enterprise_auth_manager.h","31","QString\b","QString getSettingsFolderPath() const;"
"include\auth\enterprise_auth_manager.h","37","QString\b","void authenticationSucceeded(const QString &upn);"
"include\auth\enterprise_auth_manager.h","38","QString\b","void authenticationFailed(const QString &reason);"
"include\auth\enterprise_auth_manager.h","41","QString\b","QString m_provider;           // azure-ad, okta, etc."
"include\auth\enterprise_auth_manager.h","42","QString\b","QString m_clientId;"
"include\auth\enterprise_auth_manager.h","43","QString\b","QString m_jwksUrl;"
"include\auth\enterprise_auth_manager.h","44","QString\b","QString m_userUPN;"
"include\auth\enterprise_auth_manager.h","51","QString\b","bool validateToken(const QString &token);"
"include\auth\enterprise_auth_manager.h","54","QString\b","QString extractUPN(const QString &token);"
"include\auth\jwt_validator.h","7","QString\b","#include <QString>"
"include\auth\jwt_validator.h","20","QString\b","void setHS256Secret(const QString &secret);"
"include\auth\jwt_validator.h","23","QString\b","void setRS256PublicKey(const QString &publicKey);"
"include\auth\jwt_validator.h","26","QString\b","bool validateToken(const QString &token);"
"include\auth\jwt_validator.h","29","QString\b","QMap<QString, QVariant> getClaims() const;"
"include\auth\jwt_validator.h","32","QString\b","QString m_hs256Secret;"
"include\auth\jwt_validator.h","33","QString\b","QString m_rs256PublicKey;"
"include\auth\jwt_validator.h","34","QString\b","QMap<QString, QVariant> m_claims;"
"include\auth\jwt_validator.h","37","QString\b","bool validateHS256(const QString &token);"
"include\auth\jwt_validator.h","40","QString\b","bool validateRS256(const QString &token);"
"include\collab\crdt_buffer.h","5","QString\b","#include <QString>"
"include\collab\crdt_buffer.h","16","QString\b","void applyRemoteOperation(const QString &operation);"
"include\collab\crdt_buffer.h","19","QString\b","QString getText() const;"
"include\collab\crdt_buffer.h","22","QString\b","void insertText(int position, const QString &text);"
"include\collab\crdt_buffer.h","29","QString\b","void textChanged(const QString &newText);"
"include\collab\crdt_buffer.h","32","QString\b","void operationGenerated(const QString &operation);"
"include\collab\crdt_buffer.h","35","QString\b","QString m_text;"
"include\collab\cursor_widget.h","7","QString\b","#include <QString>"
"include\collab\cursor_widget.h","19","QString\b","QString userName;"
"include\collab\cursor_widget.h","24","QString\b","void updateCursor(const QString &userId, const CursorInfo &info);"
"include\collab\cursor_widget.h","27","QString\b","void removeCursor(const QString &userId);"
"include\collab\cursor_widget.h","33","QString\b","QMap<QString, CursorInfo> m_cursors;"
"include\collab\websocket_hub.h","31","QString\b","void onTextMessageReceived(const QString &message);"
"include\compression\custom_zlib_wrapper.h","10","QString\b","#include <QString>"
"include\compression\custom_zlib_wrapper.h","74","QString\b","<< QString::number(100.0 * compressedSize / data.size(), 'f', 1) << ""%)"";"
"include\context\BreadcrumbContextManager.h","17","QString\b","#include <QString>"
"include\context\BreadcrumbContextManager.h","74","QString\b","QString id;"
"include\context\BreadcrumbContextManager.h","75","QString\b","QString label;"
"include\context\BreadcrumbContextManager.h","76","QString\b","QString displayName;"
"include\context\BreadcrumbContextManager.h","78","QString\b","QString iconPath;"
"include\context\BreadcrumbContextManager.h","87","QString\b","QString name;"
"include\context\BreadcrumbContextManager.h","89","QString\b","QString filePath;"
"include\context\BreadcrumbContextManager.h","92","QString\b","QString signature;"
"include\context\BreadcrumbContextManager.h","93","QString\b","QString documentation;"
"include\context\BreadcrumbContextManager.h","94","QString\b","QList<QString> relatedSymbols;"
"include\context\BreadcrumbContextManager.h","95","QString\b","QMap<QString, QString> attributes;"
"include\context\BreadcrumbContextManager.h","103","QString\b","QString toolName;"
"include\context\BreadcrumbContextManager.h","104","QString\b","QString executablePath;"
"include\context\BreadcrumbContextManager.h","105","QString\b","QString version;"
"include\context\BreadcrumbContextManager.h","106","QString\b","QList<QString> arguments;"
"include\context\BreadcrumbContextManager.h","107","QString\b","QMap<QString, QString> environment;"
"include\context\BreadcrumbContextManager.h","108","QString\b","QString workingDirectory;"
"include\context\BreadcrumbContextManager.h","109","QString\b","QString description;"
"include\context\BreadcrumbContextManager.h","116","QString\b","QString absolutePath;"
"include\context\BreadcrumbContextManager.h","117","QString\b","QString relativePath;"
"include\context\BreadcrumbContextManager.h","118","QString\b","QString fileName;"
"include\context\BreadcrumbContextManager.h","119","QString\b","QString fileExtension;"
"include\context\BreadcrumbContextManager.h","122","QString\b","QList<QString> relatedFiles;"
"include\context\BreadcrumbContextManager.h","124","QString\b","QString projectRoot;"
"include\context\BreadcrumbContextManager.h","130","QString\b","QString repository;"
"include\context\BreadcrumbContextManager.h","131","QString\b","QString branch;"
"include\context\BreadcrumbContextManager.h","132","QString\b","QString commitHash;"
"include\context\BreadcrumbContextManager.h","133","QString\b","QString commitMessage;"
"include\context\BreadcrumbContextManager.h","134","QString\b","QString author;"
"include\context\BreadcrumbContextManager.h","137","QString\b","QList<QString> changedFiles;"
"include\context\BreadcrumbContextManager.h","138","QString\b","QString diff;"
"include\context\BreadcrumbContextManager.h","146","QString\b","QString id;"
"include\context\BreadcrumbContextManager.h","148","QString\b","QString text;"
"include\context\BreadcrumbContextManager.h","149","QString\b","QString highlightColor;"
"include\context\BreadcrumbContextManager.h","156","QString\b","QString id;"
"include\context\BreadcrumbContextManager.h","157","QString\b","QString title;"
"include\context\BreadcrumbContextManager.h","158","QString\b","QString content;"
"include\context\BreadcrumbContextManager.h","159","QString\b","QList<QString> tags;"
"include\context\BreadcrumbContextManager.h","160","QString\b","QString relatedFile;"
"include\context\BreadcrumbContextManager.h","163","QString\b","QString backgroundColor;"
"include\context\BreadcrumbContextManager.h","164","QString\b","QString borderColor;"
"include\context\BreadcrumbContextManager.h","170","QString\b","QString sourceId;"
"include\context\BreadcrumbContextManager.h","171","QString\b","QString targetId;"
"include\context\BreadcrumbContextManager.h","172","QString\b","QString relationshipType;  // ""depends_on"", ""calls"", ""references"", ""inherits"", etc."
"include\context\BreadcrumbContextManager.h","173","QString\b","QString description;"
"include\context\BreadcrumbContextManager.h","174","QString\b","QString strength;          // ""strong"", ""weak"", ""optional"""
"include\context\BreadcrumbContextManager.h","180","QString\b","QString filePath;"
"include\context\BreadcrumbContextManager.h","184","QString\b","QString selectedText;"
"include\context\BreadcrumbContextManager.h","234","QString\b","void initialize(const QString& workspacePath);"
"include\context\BreadcrumbContextManager.h","238","QString\b","void registerTool(const QString& toolName, const ToolContext& context);"
"include\context\BreadcrumbContextManager.h","239","QString\b","ToolContext getTool(const QString& toolName) const;"
"include\context\BreadcrumbContextManager.h","241","QString\b","void unregisterTool(const QString& toolName);"
"include\context\BreadcrumbContextManager.h","244","QString\b","void registerSymbol(const QString& filePath, const SymbolContext& symbol);"
"include\context\BreadcrumbContextManager.h","245","QString\b","SymbolContext getSymbol(const QString& symbolName) const;"
"include\context\BreadcrumbContextManager.h","246","QString\b","QList<SymbolContext> getSymbolsInFile(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","248","QString\b","void updateSymbolUsage(const QString& symbolName);"
"include\context\BreadcrumbContextManager.h","251","QString\b","void registerFile(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","252","QString\b","FileContext getFileContext(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","253","QString\b","QList<FileContext> getRelatedFiles(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","254","QString\b","void updateFileMetadata(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","255","QString\b","QList<FileContext> searchFiles(const QString& pattern) const;"
"include\context\BreadcrumbContextManager.h","258","QString\b","void updateSourceControlContext(const QString& repository);"
"include\context\BreadcrumbContextManager.h","260","QString\b","QList<QString> getChangedFiles() const;"
"include\context\BreadcrumbContextManager.h","261","QString\b","QString getLatestCommitInfo() const;"
"include\context\BreadcrumbContextManager.h","265","QString\b","void captureScreenshot(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","267","QString\b","QList<ScreenshotAnnotation> getScreenshotAnnotations(const QString& screenshotId) const;"
"include\context\BreadcrumbContextManager.h","271","QString\b","InstructionBlock getInstruction(const QString& instructionId) const;"
"include\context\BreadcrumbContextManager.h","272","QString\b","QList<InstructionBlock> getInstructionsForFile(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","274","QString\b","void toggleInstructionVisibility(const QString& instructionId);"
"include\context\BreadcrumbContextManager.h","278","QString\b","QList<RelationshipContext> getRelationshipsFor(const QString& entityId) const;"
"include\context\BreadcrumbContextManager.h","279","QString\b","QList<QString> getDependencies(const QString& entityId) const;"
"include\context\BreadcrumbContextManager.h","280","QString\b","QList<QString> getDependents(const QString& entityId) const;"
"include\context\BreadcrumbContextManager.h","283","QString\b","void registerOpenEditor(const QString& filePath, const OpenEditorContext& editorCtx);"
"include\context\BreadcrumbContextManager.h","284","QString\b","void updateEditorState(const QString& filePath, int line, int column, const QString& selectedText = """");"
"include\context\BreadcrumbContextManager.h","286","QString\b","OpenEditorContext getEditorContext(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","287","QString\b","void closeEditor(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","291","QString\b","void pushContextBreadcrumb(const ContextType& type, const QString& identifier);"
"include\context\BreadcrumbContextManager.h","295","QString\b","QJsonObject getCompleteContext(const QString& identifier) const;"
"include\context\BreadcrumbContextManager.h","297","QString\b","QList<QString> getContextPath(const QString& target) const;"
"include\context\BreadcrumbContextManager.h","301","QString\b","void exportContextToJSON(const QString& filePath) const;"
"include\context\BreadcrumbContextManager.h","302","QString\b","void importContextFromJSON(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","310","QString\b","void contextChanged(const QString& contextId);"
"include\context\BreadcrumbContextManager.h","311","QString\b","void toolRegistered(const QString& toolName);"
"include\context\BreadcrumbContextManager.h","312","QString\b","void symbolRegistered(const QString& symbolName);"
"include\context\BreadcrumbContextManager.h","313","QString\b","void fileRegistered(const QString& filePath);"
"include\context\BreadcrumbContextManager.h","321","QString\b","QMap<QString, ToolContext> m_toolRegistry;"
"include\context\BreadcrumbContextManager.h","322","QString\b","QMap<QString, SymbolContext> m_symbolRegistry;"
"include\context\BreadcrumbContextManager.h","323","QString\b","QMap<QString, FileContext> m_fileRegistry;"
"include\context\BreadcrumbContextManager.h","324","QString\b","QMap<QString, QList<SymbolContext>> m_fileSymbols;"
"include\context\BreadcrumbContextManager.h","325","QString\b","QMap<QString, RelationshipContext> m_relationships;"
"include\context\BreadcrumbContextManager.h","326","QString\b","QMap<QString, InstructionBlock> m_instructions;"
"include\context\BreadcrumbContextManager.h","327","QString\b","QMap<QString, OpenEditorContext> m_openEditors;"
"include\context\BreadcrumbContextManager.h","328","QString\b","QMap<QString, QList<ScreenshotAnnotation>> m_screenshots;"
"include\context\BreadcrumbContextManager.h","332","QString\b","QString m_workspacePath;"
"include\context\BreadcrumbContextManager.h","335","QString\b","void scanSymbols(const QString& filePath);"
"include\debug\ai_debugger.h","26","QString\b","bool startDebugging(const QString &executablePath, const QStringList &arguments = QStringList());"
"include\debug\ai_debugger.h","29","QString\b","void setBreakpoint(const QString &filePath, int lineNumber);"
"include\debug\ai_debugger.h","39","QString\b","void breakpointHit(const QString &filePath, int lineNumber, const QJsonObject &debugInfo);"
"include\debug\ai_debugger.h","42","QString\b","void fixSuggested(const QString &diff);"
"include\debug\ai_debugger.h","53","QString\b","QString m_executablePath;"
"include\debug\ai_debugger.h","55","QString\b","QMap<QString, int> m_breakpoints; // filePath -> lineNumber"
"include\debug\ai_debugger.h","58","QString\b","void parseGdbOutput(const QString &output);"
"include\debug\ai_debugger.h","61","QString\b","void sendGdbCommand(const QString &command);"
"include\debug\gdb_mi.h","4","QString\b","#include <QString>"
"include\debug\gdb_mi.h","13","QString\b","static QJsonObject parseOutputRecord(const QString &record);"
"include\debug\gdb_mi.h","16","QString\b","static QJsonObject parseResultRecord(const QString &record);"
"include\debug\gdb_mi.h","19","QString\b","static QJsonObject parseAsyncRecord(const QString &record);"
"include\debug\gdb_mi.h","23","QString\b","static QString parseCString(const QString &str, int &index);"
"include\debug\gdb_mi.h","24","QString\b","static QJsonArray parseTuple(const QString &str, int &index);"
"include\debug\gdb_mi.h","25","QString\b","static QJsonArray parseList(const QString &str, int &index);"
"include\debug\gdb_mi.h","26","QString\b","static QJsonObject parseResult(const QString &str, int &index);"
"include\debug\prompt_templates.h","4","QString\b","#include <QString>"
"include\debug\prompt_templates.h","13","QString\b","static QString generateDebugPrompt(const QJsonObject &debugInfo);"
"include\debug\prompt_templates.h","17","QString\b","static QString formatLocals(const QJsonArray &locals);"
"include\debug\prompt_templates.h","18","QString\b","static QString formatStack(const QJsonArray &stack);"
"include\debug\prompt_templates.h","19","QString\b","static QString formatRegisters(const QJsonArray ®isters);"
"include\drawing\DrawingEngine.h","17","QString\b","#include <QString>"
"include\drawing\DrawingEngine.h","224","QString\b","void drawText(const QString& text, const Point& position, const QString& fontFamily, float fontSize,"
"include\drawing\DrawingEngine.h","239","QString\b","FontMetrics measureFont(const QString& fontFamily, float fontSize);"
"include\drawing\DrawingEngine.h","240","QString\b","Rect measureText(const QString& text, const QString& fontFamily, float fontSize);"
"include\drawing\DrawingEngine.h","296","QString\b","Button(const Rect& bounds, const QString& label);"
"include\drawing\DrawingEngine.h","299","QString\b","void setLabel(const QString& label) { m_label = label; }"
"include\drawing\DrawingEngine.h","304","QString\b","QString m_label;"
"include\drawing\DrawingEngine.h","324","QString\b","void setText(const QString& text) { m_text = text; }"
"include\drawing\DrawingEngine.h","325","QString\b","QString getText() const { return m_text; }"
"include\drawing\DrawingEngine.h","328","QString\b","QString m_text;"
"include\drawing\DrawingEngine.h","334","QString\b","Label(const Rect& bounds, const QString& text);"
"include\drawing\DrawingEngine.h","336","QString\b","void setText(const QString& text) { m_text = text; }"
"include\drawing\DrawingEngine.h","339","QString\b","QString m_text;"
"include\gpu\gpu_backend.h","4","QString\b","#include <QString>"
"include\gpu\gpu_backend.h","29","QString\b","static QString backendName(Backend backend);"
"include\gpu\speculative_decoder.h","5","QString\b","#include <QString>"
"include\gpu\speculative_decoder.h","19","QString\b","void setDraftModel(const QString &modelPath);"
"include\gpu\speculative_decoder.h","22","QString\b","void setTargetModel(const QString &modelPath);"
"include\gpu\speculative_decoder.h","25","QString\b","QList<int> generateTokens(const QString &prompt, int maxTokens);"
"include\gpu\speculative_decoder.h","28","QString\b","QString m_draftModelPath;"
"include\gpu\speculative_decoder.h","29","QString\b","QString m_targetModelPath;"
"include\gpu\speculative_decoder.h","32","QString\b","QList<int> generateDraftTokens(const QString &prompt, int maxTokens);"
"include\gpu\speculative_decoder.h","35","QString\b","QList<int> verifyTokens(const QString &prompt, const QList<int> &draftTokens);"
"include\marketplace\enterprise_policy_engine.h","4","QString\b","#include <QString>"
"include\marketplace\enterprise_policy_engine.h","30","QString\b","void setJwtSecret(const QString& secret);"
"include\marketplace\enterprise_policy_engine.h","33","QString\b","bool isExtensionAllowed(const QString& extensionId);"
"include\marketplace\enterprise_policy_engine.h","34","QString\b","bool verifyExtensionSignature(const QString& extensionId, const QString& signature);"
"include\marketplace\enterprise_policy_engine.h","35","QString\b","bool validateUserAccess(const QString& userId, const QString& jwtToken);"
"include\marketplace\enterprise_policy_engine.h","38","QString\b","void logExtensionInstallation(const QString& extensionId, const QString& userId);"
"include\marketplace\enterprise_policy_engine.h","39","QString\b","void logExtensionUninstallation(const QString& extensionId, const QString& userId);"
"include\marketplace\enterprise_policy_engine.h","43","QString\b","bool isJwtValid(const QString& token);"
"include\marketplace\enterprise_policy_engine.h","44","QString\b","QString generateJwtToken(const QString& userId, const QStringList& permissions);"
"include\marketplace\enterprise_policy_engine.h","47","QString\b","void policyViolation(const QString& extensionId, const QString& reason);"
"include\marketplace\enterprise_policy_engine.h","56","QString\b","QString jwtSecret;"
"include\marketplace\enterprise_policy_engine.h","60","QString\b","QString timestamp;"
"include\marketplace\enterprise_policy_engine.h","61","QString\b","QString userId;"
"include\marketplace\enterprise_policy_engine.h","62","QString\b","QString extensionId;"
"include\marketplace\enterprise_policy_engine.h","63","QString\b","QString action; // install, uninstall, block"
"include\marketplace\enterprise_policy_engine.h","64","QString\b","QString details;"
"include\marketplace\enterprise_policy_engine.h","71","QString\b","bool checkAllowList(const QString& extensionId);"
"include\marketplace\enterprise_policy_engine.h","72","QString\b","bool checkDenyList(const QString& extensionId);"
"include\marketplace\enterprise_policy_engine.h","73","QString\b","void addToAuditLog(const QString& userId, const QString& extensionId, const QString& action, const QString& details);"
"include\marketplace\enterprise_policy_engine.h","74","QString\b","QString getCurrentTimestamp();"
"include\marketplace\enterprise_policy_engine.h","75","QString\b","bool verifyJwtSignature(const QString& token);"
"include\marketplace\extension_marketplace_manager.h","4","QString\b","#include <QString>"
"include\marketplace\extension_marketplace_manager.h","37","QString\b","void searchExtensions(const QString& query, int page = 1, int pageSize = 20);"
"include\marketplace\extension_marketplace_manager.h","39","QString\b","void getCategoryExtensions(const QString& category, int page = 1, int pageSize = 20);"
"include\marketplace\extension_marketplace_manager.h","40","QString\b","void getExtensionDetails(const QString& extensionId);"
"include\marketplace\extension_marketplace_manager.h","43","QString\b","void installExtension(const QString& extensionId, const QString& version = QString());"
"include\marketplace\extension_marketplace_manager.h","44","QString\b","void updateExtension(const QString& extensionId);"
"include\marketplace\extension_marketplace_manager.h","45","QString\b","void uninstallExtension(const QString& extensionId);"
"include\marketplace\extension_marketplace_manager.h","51","QString\b","void syncWithPrivateMarketplace(const QString& url);"
"include\marketplace\extension_marketplace_manager.h","60","QString\b","void installationStarted(const QString& extensionId);"
"include\marketplace\extension_marketplace_manager.h","61","QString\b","void installationCompleted(const QString& extensionId, bool success);"
"include\marketplace\extension_marketplace_manager.h","62","QString\b","void installationError(const QString& extensionId, const QString& error);"
